iata,lat,lon
KBO,-6.083000183,26.91699982
KOO,-5.394440174,26.98999977
KMN,-8.642020226,25.25289917
KAP,-8.350000382,22.58300018
KNM,-7.583000183,24.14999962
KGA,-5.900050163,22.46920013
LZA,-7.183000088,22.39999962
TSH,-6.438330174,20.79470062
LJA,-3.417000055,23.45000076
LBO,-4.961669922,23.37829971
MEW,-4.849999905,21.54999924
BAN,-4.316999912,20.43300056
PFR,-4.333000183,20.58300018
MJM,-6.121240139,23.56900024
GDJ,-6.732999802,23.95000076
KBN,-6.132999897,24.4829998
BKO,12.53349972,-7.949940205
GUD,16.3614006,-3.599720001
GAQ,16.24839973,-0.005456
KNZ,12.83300018,-11.25
KTX,12.38300037,-5.467000008
KYS,14.48120022,-11.40439987
MZI,14.51280022,-4.079559803
NRM,15.21700001,-7.267000198
NIX,15.23810005,-9.576109886
KSS,11.33300018,-5.699999809
TOM,16.73049927,-3.007580042
EYL,15.13300037,-10.56700039
BJL,13.3380003,-16.6522007
FUE,28.45269966,-13.86380005
 La,28.02960014,-17.21459961
VDE,27.81480026,-17.88710022
LPA,27.93190002,-15.38659954
ACE,28.94549942,-13.60519981
TFS,28.04450035,-16.57250023
TFN,28.48270035,-16.34149933
MLN,35.27980042,-2.956259966
BTE,7.532420158,-12.51889992
KBS,7.944399834,-11.76099968
GBK,7.767000198,-12.38300037
HGS,8.397130013,-13.12909985
KBA,9.638322913,-11.51556015
KEN,7.891290188,-11.17660046
FNA,8.616439819,-13.19550037
WYE,8.610469818,-11.04539967
BQE,11.29735565,-15.83807945
OXB,11.89480019,-15.65369987
UCN,5.167650223,-9.283470154
CPA,4.379020214,-7.696949959
SNI,5.034309864,-9.066800118
MLW,6.289060116,-10.75870037
NIA,7.5,-8.600000382
ROB,6.233789921,-10.36229992
SAZ,4.666666985,-8.433333397
THC,6.045650482,-8.138723373
VOI,8.399999619,-9.767000198
AGA,30.32500076,-9.413069725
TTA,28.44820023,-11.16129971
OZG,30.32029915,-5.866670132
UAR,32.51430556,-1.983055556
FEZ,33.9272995,-4.97796011
ERH,31.94750023,-4.398330212
MEK,33.8791008,-5.515120029
OUD,34.78720093,-1.923990011
SMW,26.73180008,-11.68470001
GMD,33.65539932,-7.221449852
CAS,33.55329895,-7.661389828
RBA,34.05149841,-6.751520157
SII,29.36669922,-10.18780041
VIL,23.71829987,-15.93200016
ESU,31.39749908,-9.681670189
EUN,27.15169907,-13.21920013
CMN,33.36750031,-7.589970112
SFI,32.28329849,-9.233329773
NDR,34.98880005,-3.028209925
RAK,31.60689926,-8.036299706
NNA,34.2989006,-6.595880032
OZZ,30.93910027,-6.909430027
AHU,35.17710114,-3.839519978
TTU,35.59429932,-5.320020199
TNG,35.72689819,-5.916890144
KDA,12.89850044,-14.96809959
ZIG,12.55560017,-16.28179932
CSK,12.41020012,-16.74609947
KLC,14.14690018,-16.05130005
DKR,14.73970032,-17.49020004
MAX,15.59360027,-13.32279968
POD,16.68300056,-14.96700001
RDT,16.43300056,-15.64999962
XLS,16.05080032,-16.46319962
BXE,14.84729958,-12.46829987
KGG,12.57229996,-12.22029972
SMY,13.04679966,-13.29539967
TUD,13.73680019,-13.65310001
AEO,16.7112999,-9.637880325
OTL,17.53300095,-14.68299961
THI,18.45000076,-9.517000198
TIY,18.57010078,-11.42350006
BGH,16.63331413,-14.20000076
KFA,16.59000015,-11.40620041
TMD,16.2329998,-8.166999817
EMN,16.62199974,-7.316599846
AJJ,19.73301697,-14.38324928
KED,16.15950012,-13.50759983
MOM,17.75,-12.5
NKC,18.09819984,-15.94849968
SEY,15.1796999,-12.20730019
THT,17.2329998,-10.81700039
ATR,20.5067997,-13.04319954
FGD,22.66699982,-12.7329998
NDB,20.93309975,-17.03000069
OUZ,22.75639915,-12.48359966
CKY,9.57689,-13.612
FIG,10.35060024,-13.56919956
FAA,10.03549957,-10.76980019
KSI,9.160559654,-10.12440014
LEK,11.32610035,-12.28680038
MCA,8.532999992,-9.467000008
NZE,7.806019306,-8.701797485
BKJ,10.96580029,-14.28110027
SBI,12.57269955,-13.35849953
GII,11.43299961,-9.166999817
KNN,10.39400005,-9.303799629
SID,16.74139977,-22.94939995
NTO,17.20280075,-25.09059906
BVC,16.1364994,-22.88890076
BVR,14.86430556,-24.746
MMO,15.1559,-23.21369934
MTI,15.04500008,-24.33919907
RAI,14.92450047,-23.49349976
SFL,14.88500023,-24.47999954
SNE,16.58839989,-24.28470039
VXE,16.83320045,-25.05529976
ADD,8.977890015,38.79930115
AMH,6.039390087,37.59049988
AXU,14.14680004,38.77280045
BCO,5.782869816,36.56200027
BJR,11.60809994,37.32160187
BEI,9.386389732,34.52190018
DSE,11.08250046,39.71139908
DEM,8.553999901,34.85800171
DBM,10.35000038,37.71699905
DIR,9.624699593,41.85419846
DBT,11.96700001,38
FNH,9.583000183,37.34999847
GOB,7.017000198,40
GNN,7.150000095,40.71699905
GMB,8.128760338,34.56309891
GDQ,12.51990032,37.43399811
GDE,5.935130119,43.57860184
GOR,8.1614,35.5529
QHR,8.7163,39.0059
HUE,14.25,36.58300018
JIM,7.666090012,36.8166008
ABK,6.734000206,44.25299835
LFO,5.657000065,44.34999847
AWA,7.066999912,38.5
LLI,11.97500038,38.97999954
MQX,13.4673996,39.53350067
NDM,9.767000198,35.09999847
MTF,6.9571,35.5547
NEJ,9.550000191,35.46699905
NEK,9.050000191,36.59999847
SXU,6.816999912,37.75
ASO,10.01850033,34.5862999
TIE,7.2024,35.415
WAC,7.166999817,37.16699982
BJM,-3.324019909,29.31850052
GID,-3.417209387,29.91130829
KRE,-2.544772,30.094575
ALU,11.9582,50.748
BIB,3.102220058,43.62860107
CXN,11.5,49.91699982
BSY,2.336111,42.307778
HCM,7.916999817,49.79999924
BSA,11.27530003,49.1493988
GSR,9.517000198,49.08300018
HGA,9.518170357,44.08879852
BBO,10.38920021,44.94110107
KMU,-0.377353013,42.45920181
MGQ,2.01444006,45.30469894
CMO,5.366666794,48.51666641
GLK,6.780829907,47.45470047
CMS,10.30000019,50.23300171
ERA,10.64205055,47.38798141
BUO,9.5275,45.5549
JIB,11.54730034,43.15950012
AII,11.14688889,42.72
MHI,11.71666718,43.20000076
OBC,11.96700001,43.26699829
TDJ,11.78299999,42.91699982
SEW,29.34550095,25.50670052
DBB,30.92449951,28.46139908
AAC,31.07329941,33.83580017
ATZ,27.04649925,31.01199913
ALY,31.18390083,29.94890022
HBE,30.91769981,29.69639969
ABS,22.37599945,31.61170006
CAI,30.12190056,31.40559959
CWE,30.11639977,30.91539955
DAK,25.41160011,29.00309944
HRG,27.17830086,33.79940033
EGH,31.06900024,34.12919998
UVL,25.47360039,30.59070015
LXR,25.67099953,32.70660019
RMF,25.5571003,34.58369827
HMB,26.34277778,31.74277778
MUH,31.3253994,27.22170067
GSQ,22.58569908,28.71660042
PSD,31.27939987,32.24000168
SKV,28.68530083,34.0625
SSH,27.97730064,34.39500046
ASW,23.96439934,32.81999969
TCP,29.58779907,34.77809906
ELT,28.20899963,33.64550018
ASM,15.29189968,38.91070175
MSW,15.67000008,39.37009811
ASA,13.07180023,42.64500046
TES,15.11699963,36.68299866
ASV,-2.645050049,37.25310135
EDL,0.404457986,35.23889923
EYS,3.216670036,35.96670151
KLK,3.48300004,35.83300018
GAS,-0.46350801,39.64830017
HOA,-1.521999955,40.00400162
NBO,-1.319239974,36.92779922
GGM,0.271342009,34.78730011
KIS,-0.086139001,34.72890091
ILU,-2.910609961,38.06520081
KEY,-0.416999996,35.25
KTL,0.971988976,34.95859909
LKG,4.204120159,34.34820175
LOK,3.121969938,35.6086998
LAU,-2.252419949,40.9131012
LOY,2.75,36.71699905
NDE,3.933000088,41.84999847
RBT,2.349999905,37.98300171
JJM,0.165083006,38.19514084
MYD,-3.229310036,40.10169983
MBA,-4.034830093,39.59420013
MRE,-1.406111002,35.00805664
OYL,3.469719887,39.10139847
NYE,-0.364414007,36.97848511
NUU,-0.298067004,36.15930176
WIL,-1.321720004,36.81480026
NYK,-0.062398899,37.041008
UAS,0.530583024,37.53419495
UKA,-4.293330193,39.57109833
WJR,1.733240008,40.09159851
SRX,31.06349945,16.59499931
TOB,31.86100006,23.90699959
GHT,25.14559937,10.14260006
AKF,24.17869949,23.31399918
BEN,32.09680176,20.26950073
MJI,32.89410019,13.27600002
LAQ,32.7887001,21.96430016
SEB,26.98699951,14.47249985
TIP,32.66350174,13.1590004
LMQ,30.37809944,19.57640076
HUQ,29.11009979,15.96560001
LTD,30.15169907,9.715310097
WAX,32.95230103,12.01550007
GYI,-1.67719996,29.25889969
BTQ,-2.595829964,29.73670006
KGL,-1.968629956,30.13949966
RHG,-1.5,29.63299942
KME,-2.462239981,28.90789986
ATB,17.71034431,34.05701828
EDB,18.02499962,30.95829964
DOG,19.15390015,30.43009949
RSS,11.78590012,34.33670044
ELF,13.61489964,25.32460022
GSU,14.13300037,35.31700134
DNX,12.53299999,35.06700134
EGN,13.48169994,22.46719933
HEG,9.994933,29.397718
KSL,15.38749981,36.3288002
GBU,14.92500019,35.87799835
KST,13.18299961,32.73300171
KDX,11.13799953,29.7010994
RBX,6.824999809,29.66900063
MWE,18.45000076,31.83300018
NUD,12.66699982,28.33300018
UYL,12.05350018,24.95619965
NHF,15.35560036,35.72779846
EBD,13.15320015,30.23270035
PZU,19.43359947,37.23410034
JUB,4.872010231,31.60110092
MAK,9.558970451,31.6522007
KRT,15.58950043,32.55319977
WHF,21.80269814,31.52157784
WUU,7.725830078,27.97500038
ARK,-3.367789984,36.63330078
BKZ,-1.332,31.8212
DAR,-6.878109932,39.20259857
DOD,-6.170440197,35.75260162
IRI,-7.668630123,35.7521019
TKQ,-4.8862,29.6709
KIY,-8.932999611,39.51699829
JRO,-3.429409981,37.07450104
LDI,-9.851110458,39.75780106
LKY,-3.37631011,35.81829834
MFA,-7.916999817,39.66699982
MBI,-8.916999817,33.46699905
MWN,-3.5,33.61700058
XMI,-10.7329998,38.76699829
QSI,-3.363329887,37.32690048
MYW,-10.33909988,40.18180084
MUZ,-1.503,33.8021
MWZ,-2.444489956,32.93270111
NCH,-10.35750008,38.77920151
JOM,-9.350000382,34.79999924
PMA,-5.257259846,39.81140137
SEU,-2.458060026,34.82249832
SGX,-10.68299961,35.58300018
SUT,-7.967000008,31.66699982
SHY,-3.6093,33.5035
TBO,-5.07638979,32.83330154
TGT,-5.09236002,39.07120132
ZNZ,-6.222020149,39.22489929
RUA,3.049999952,30.91699982
EBB,0.042385999,32.44350052
ULU,2.805560112,32.27180099
JIN,0.449999988,33.20000076
KBG,2.326390028,31.49780083
KSE,0.182999998,30.10000038
MBQ,-0.555278003,30.59939957
KCU,1.758059979,31.73670006
PAF,2.202222,31.554444
SRT,1.727689982,33.62279892
TRY,0.683000028,34.16699982
AMK,37.20320129,-107.8690033
BDX,45.47249985,-105.4540024
FID,41.25130081,-72.03160095
GCW,35.99039841,-113.8160019
RKC,41.73040009,-122.5459976
GNF,39.94390106,-120.9449997
GTP,42.51010132,-123.3880005
GCD,47.92200089,-119.0830002
FPY,30.0692997,-83.58059692
FMU,43.98279953,-124.1110001
ATE,34.19260025,-95.64990234
AAF,29.72750092,-85.02749634
ABE,40.65209961,-75.44080353
ABI,32.41130066,-99.68190002
ABQ,35.04019928,-106.6090012
ABR,45.44910049,-98.42179871
ABY,31.53549957,-84.19450378
ACB,44.98860168,-85.1984024
ACK,41.25310135,-70.06020355
ACT,31.61129951,-97.23049927
ACV,40.97809982,-124.1090012
ACY,39.45759964,-74.57720184
ADG,41.86769867,-84.07730103
ADT,34.8042984,-96.6713028
ADM,34.30301,-97.0196342
ADS,32.96860123,-96.83640289
ADW,38.81079865,-76.86699677
AEL,43.68149948,-93.36720276
AEX,31.32740021,-92.54979706
AFF,38.96969986,-104.8130035
WSG,40.13650131,-80.29019928
AFN,42.80509949,-72.00299835
AFO,42.71120071,-110.9420013
AFW,32.98759842,-97.31880188
AGC,40.35440063,-79.93019867
AGO,33.22800064,-93.21700287
AGS,33.36989975,-81.96450043
AHC,40.26620102,-120.1529999
AHH,45.28110123,-92.37539673
AHN,33.94860077,-83.32630157
AIA,42.05319977,-102.8040009
AID,40.10860062,-85.61299896
AIK,33.6493988,-81.68499756
AIO,41.40729904,-95.04689789
AIV,33.10649872,-88.19779968
AIZ,38.09600067,-92.54949951
AKO,40.17559814,-103.2220001
AKC,41.03749847,-81.46690369
ALB,42.74829865,-73.80169678
ALI,27.74090004,-98.02690125
ALM,32.83990097,-105.9909973
ALN,38.89030075,-90.04599762
ALO,42.55709839,-92.40029907
ALS,37.43489838,-105.8669968
ALW,46.09489822,-118.288002
AMA,35.2193985,-101.7060013
AMN,43.32210159,-84.68800354
AMW,41.99200058,-93.62180328
ANB,33.58819962,-85.85810089
AND,34.49459839,-82.70939636
ANP,38.94290161,-76.56839752
ANQ,41.63970184,-85.08350372
ANW,42.57920074,-99.99299622
ANY,37.15850067,-98.07959747
AOH,40.70690155,-84.02670288
AOO,40.29639816,-78.31999969
APA,39.57009888,-104.848999
APC,38.21319962,-122.2809982
APF,26.15259933,-81.77529907
APG,39.46620178,-76.16880035
APH,38.06890106,-77.31829834
APN,45.0780983,-83.56030273
APT,35.06069946,-85.58529663
APV,34.57529831,-117.185997
ARA,30.03779984,-91.8839035
ARB,42.22299957,-83.74559784
ARG,36.1246667,-90.9251111
AUZ,41.77190018,-88.47570038
ART,43.9919014,-76.021698
ARV,45.92789841,-89.73090363
BFT,32.41220093,-80.63439941
ASE,39.22320175,-106.8690033
ASH,42.78170013,-71.51480103
ASL,32.52050018,-94.30780029
ASN,33.56990051,-86.05090332
AST,46.15800095,-123.8789978
ASX,46.54850006,-90.91899872
ASY,46.02389908,-99.3526001
ATL,33.63669968,-84.42810059
ATS,32.85250092,-104.4680023
ATW,44.2580986,-88.51909637
ATY,44.91400146,-97.15470123
AUG,44.3205986,-69.79730225
AUM,43.66500092,-92.93340302
AUN,38.95479965,-121.0820007
AUO,32.61510086,-85.43399811
AUS,30.19449997,-97.66989899
AUW,44.92620087,-89.62660217
AVL,35.43619919,-82.54180145
AVO,27.59119987,-81.52780151
AVP,41.33850098,-75.7233963
AVW,32.4095993,-111.2180023
AWM,35.13510132,-90.23439789
AXG,43.07789993,-94.27200317
AXN,45.86629868,-95.3946991
AXS,34.69639969,-99.34030151
AXV,40.49340057,-84.29889679
AXX,36.42200089,-105.2900009
AYS,31.24909973,-82.39550018
AZO,42.23490143,-85.55210114
BAB,39.13610077,-121.4369965
BAD,32.50180054,-93.66269684
BAF,42.15779877,-72.71559906
BBB,45.33190155,-95.65059662
BBD,31.17930031,-99.32389832
BKG,36.532082,-93.200544
BTN,34.62170029,-79.73439789
BBW,41.43650055,-99.64219666
BCB,37.20759964,-80.40779877
BCE,37.70640183,-112.1449966
BCT,26.37849998,-80.10769653
BDE,48.72840118,-94.61219788
BDL,41.93889999,-72.68319702
BDR,41.16350174,-73.12619781
BEC,37.69449997,-97.21499634
BED,42.47000122,-71.28900146
BEH,42.12860107,-86.42849731
BFD,41.80310059,-78.64009857
BFF,41.87400055,-103.5960007
BFI,47.52999878,-122.302002
BFL,35.43360138,-119.0569992
BFM,30.62680054,-88.06809998
BFR,38.84000015,-86.44539642
BGD,35.70090103,-101.3939972
BGE,30.9715004,-84.63739777
BGM,42.20869827,-75.97979736
BGR,44.80739975,-68.82810211
BHB,44.45000076,-68.3615036
BHM,33.56290054,-86.75350189
BID,41.16809845,-71.57779694
BIE,40.30130005,-96.75409698
BIF,31.84950066,-106.3799973
BIH,37.37310028,-118.3639984
BIL,45.80770111,-108.5429993
BIS,46.77270126,-100.7460022
BIX,30.41040039,-88.92440033
BJC,39.90879822,-105.1169968
BKD,32.71900177,-98.89099884
BKE,44.83729935,-117.8089981
BFK,39.7016983,-104.7519989
BKL,41.51750183,-81.6832962
BKT,37.07419968,-77.95749664
BKW,37.78730011,-81.12419891
BKX,44.30479813,-96.81690216
BLF,37.29579926,-81.20770264
BLH,33.61920166,-114.7170029
BLI,48.7928009,-122.538002
BLU,39.27500153,-120.7099991
BLV,38.54520035,-89.83519745
BMC,41.55239868,-112.0619965
BMG,39.14599991,-86.61669922
BMI,40.47710037,-88.91590118
BML,44.57540131,-71.17590332
BMT,30.07069969,-94.21579742
BNA,36.12450027,-86.67819977
BNG,33.92309952,-116.8509979
BNL,33.25780106,-81.38829803
BNO,43.59189987,-118.9550018
BNW,42.04959869,-93.84760284
BOI,43.56439972,-116.2229996
BOS,42.36429977,-71.00520325
BOW,27.94339943,-81.78340149
BGS,32.21260071,-101.5220032
BPI,42.58509827,-110.1110001
WMH,36.3689003,-92.47049713
BWM,46.18700027,-103.4280014
BPT,29.95079994,-94.02069855
BQK,31.25880051,-81.46649933
BRD,46.39830017,-94.13809967
BRL,40.78319931,-91.12550354
BRO,25.90679932,-97.42590332
BRY,37.81430054,-85.49960327
BTF,40.86940002,-111.927002
BTL,42.30730057,-85.25150299
BTM,45.95479965,-112.4970016
BTR,30.53319931,-91.14959717
BTV,44.47190094,-73.15329742
BTY,36.86109924,-116.7870026
BUB,41.77669907,-99.14969635
BUF,42.94049835,-78.73220062
BUM,38.28979874,-94.34010315
BUR,34.20069885,-118.3590012
BFP,40.77249908,-80.3914032
BVO,36.76250076,-96.01119995
BLD,35.94749832,-114.8610001
BVX,35.7262001,-91.64730072
BVY,42.58420181,-70.91649628
BWC,32.99290085,-115.5169983
BWD,31.79360008,-98.95649719
BWG,36.96450043,-86.41970062
BWI,39.17539978,-76.66829681
WAH,46.24409866,-96.60739899
BXA,30.81369972,-89.86499786
BXK,33.42039871,-112.685997
BYS,35.2804985,-116.6299973
BBC,28.97330093,-95.8635025
BZN,45.77750015,-111.1529999
CAD,44.27529907,-85.41889954
CAE,33.93880081,-81.11949921
CAK,40.91609955,-81.44219971
CAO,36.44620132,-103.1669998
CBE,39.61539841,-78.7609024
CBF,41.25920105,-95.76059723
CBK,39.42750168,-101.0469971
CBM,33.64379883,-88.44380188
CCB,34.11159897,-117.6880035
CCR,37.98970032,-122.0569992
CCY,43.07260132,-92.6108017
LLX,44.56909943,-72.01799774
CDC,37.70100021,-113.098999
CDH,33.62279892,-92.76339722
CDK,29.13525676,-83.04839015
CDN,34.28359985,-80.56490326
CDR,42.83760071,-103.0950012
CDS,34.43379974,-100.288002
CDW,40.87519836,-74.28140259
CEC,41.78020096,-124.2369995
CEF,42.19400024,-72.53479767
CEZ,37.3030014,-108.6279984
CGI,37.22529984,-89.57080078
CHA,35.03530121,-85.20379639
CHO,38.1385994,-78.45290375
CHS,32.89860153,-80.04049683
CID,41.88470078,-91.71080017
CIU,46.25080109,-84.47239685
CKB,39.29660034,-80.22810364
CLE,41.4117012,-81.84980011
CLL,30.58860016,-96.36380005
CLM,48.12020111,-123.5
CLT,35.2140007,-80.94309998
CMH,39.9980011,-82.89189911
CMI,40.03919983,-88.27809906
CMX,47.16839981,-88.4890976
CNM,32.33750153,-104.2630005
COS,38.80580139,-104.7009964
COU,38.81809998,-92.21959686
CPR,42.90800095,-106.4639969
CRO,36.10250092,-119.5950012
CRP,27.77039909,-97.50119781
CRW,38.37310028,-81.59320068
CSG,32.5163002,-84.93890381
CVG,39.04880142,-84.6678009
CVN,34.42509842,-103.0790024
KIP,33.85779953,-98.49040222
CWF,30.2105999,-93.14320374
CYS,41.15570068,-104.8119965
DAA,38.71500015,-77.18099976
DAB,29.17989922,-81.05809784
DAG,34.85369873,-116.7870026
DAL,32.8470993,-96.85179901
DAN,36.57289886,-79.33609772
DAY,39.90240097,-84.2193985
DBN,32.56439972,-82.98529816
DBQ,42.40200043,-90.70950317
DCA,38.85210037,-77.03769684
DCU,34.65269852,-86.94539642
DDC,37.76340103,-99.96559906
DEC,39.83459854,-88.86569977
DEH,43.27550125,-91.73940277
DEN,39.86169815,-104.6729965
DET,42.40919876,-83.00990295
DFI,41.33750153,-84.42880249
DFW,32.89680099,-97.03800201
DGL,31.34259987,-109.5059967
DGW,42.79719925,-105.3860016
DHN,31.32130051,-85.44960022
DHT,36.02259827,-102.5469971
DIK,46.79740143,-102.802002
DLH,46.84209824,-92.19360352
DNL,33.46649933,-82.03939819
DPA,41.90779877,-88.24859619
DPG,40.19940186,-112.9369965
DRO,37.1515007,-107.7539978
DRT,29.37420082,-100.927002
DSM,41.5340004,-93.6631012
DSV,42.57089996,-77.71309662
DTA,39.38059998,-112.5080032
DTL,46.82519913,-95.88569641
DTN,32.54019928,-93.74500275
DSI,30.40010071,-86.47149658
DTW,42.21239853,-83.35340118
DUA,33.94229889,-96.39450073
DUC,34.47090149,-97.9598999
DUG,31.46899986,-109.6039963
DUJ,41.17829895,-78.8986969
DVL,48.11420059,-98.90879822
DVN,41.61029816,-90.58830261
DVT,33.68830109,-112.0830002
DWH,30.0618,-95.55280304
DXR,41.37149811,-73.48220062
DYL,40.33300018,-75.12229919
DYS,32.42079926,-99.854599
CCG,31.4151001,-102.362999
BGQ,31.19890022,-101.4729996
BGT,34.59590149,-113.1699982
EAR,40.72700119,-99.00679779
EAU,44.86579895,-91.48429871
EBS,42.43659973,-93.86889648
ECG,36.26060104,-76.17459869
ECP,30.3417,-85.7973
EEN,42.89839935,-72.27079773
EFK,44.88880157,-72.22920227
EGE,39.64260101,-106.9179993
EKO,40.82490158,-115.7919998
ELD,33.22100067,-92.81330109
ELM,42.15990067,-76.89160156
ELP,31.80719948,-106.3779984
END,36.33919907,-97.91649628
ERI,42.08312701,-80.17386675
EUG,44.12459946,-123.211998
EVV,38.03699875,-87.53240204
EVW,41.27479935,-111.0350037
EWB,41.67610168,-70.95690155
EWK,38.05820084,-97.27449799
EWN,35.07300186,-77.04290009
EWR,40.69250107,-74.16870117
EYW,24.55610085,-81.75959778
FAR,46.92070007,-96.81580353
FAT,36.77619934,-119.7180023
FAY,34.99119949,-78.88030243
FBG,35.13180161,-78.93669891
FCS,38.67839813,-104.7570038
FHB,30.61179924,-81.4611969
FRD,48.52199936,-123.0240021
FHU,31.58849907,-110.3440018
FLG,35.13850021,-111.6709976
FLL,26.07259941,-80.15270233
FLO,34.1853981,-79.72389984
FNT,42.9654007,-83.74359894
FOD,42.55149841,-94.19259644
FOE,38.95090103,-95.66359711
FIL,38.95830154,-112.362999
FPR,27.49510002,-80.36830139
FRH,38.50619888,-86.63690186
FRI,39.05530167,-96.76450348
FRM,43.64390183,-94.41560364
FSD,43.58200073,-96.74189758
FSM,35.33660126,-94.36740112
FMS,40.65930176,-91.32679749
FTW,32.81980133,-97.36239624
FUL,33.87200165,-117.9800034
FWA,40.97850037,-85.19509888
FYV,36.00510025,-94.17009735
GAB,38.92409897,-117.9589996
GAG,36.29550171,-99.77639771
GBD,38.34429932,-98.85919952
GCK,37.92750168,-100.723999
GCN,35.95240021,-112.1470032
GDV,47.13869858,-104.8069992
GDY,37.23239899,-82.125
GEG,47.61989975,-117.5339966
GFK,47.94929886,-97.17610168
GGG,32.38399887,-94.71150208
GGW,48.21250153,-106.6149979
IDH,45.94260025,-116.1230011
GJT,39.12239838,-108.5270004
GLH,33.48289871,-90.98560333
GLS,29.26530075,-94.86039734
GNV,29.69009972,-82.27179718
GON,41.33010101,-72.04509735
FCA,48.3105011,-114.2559967
GPT,30.40730095,-89.07009888
GRB,44.48509979,-88.12960052
GRI,40.96749878,-98.30960083
GRK,31.06719971,-97.8289032
GRR,42.88079834,-85.52279663
GSO,36.09780121,-79.93730164
GSP,34.89569855,-82.21890259
GTF,47.48199844,-111.3710022
GTR,33.45029831,-88.59140015
GUP,35.51110077,-108.7890015
GVT,33.06779861,-96.06529999
GYY,41.61629868,-87.41280365
HDN,40.48120117,-107.2180023
HGR,39.707901,-77.72949982
HIB,47.38660049,-92.83899689
HKY,35.74110031,-81.38950348
HLN,46.60680008,-111.9830017
HON,44.3852005,-98.22850037
HOT,34.47800064,-93.09619904
HOU,29.64539909,-95.27890015
HPN,41.06700134,-73.70760345
HRL,26.22850037,-97.65440369
HRO,36.26150131,-93.15470123
HNC,35.23279953,-75.61779785
HSV,34.6371994,-86.77510071
HTS,38.36669922,-82.55799866
HUF,39.45149994,-87.30760193
HVN,41.26369858,-72.88680267
HVR,48.54299927,-109.762001
HYA,41.66930008,-70.28040314
HYS,38.84220123,-99.27320099
IAB,37.62189865,-97.26820374
IAD,38.94449997,-77.45580292
IAG,43.1072998,-78.94619751
IAH,29.9843998,-95.34140015
ICT,37.64989853,-97.43309784
IDA,43.51459885,-112.0709991
XPR,43.02249908,-102.5110016
IFP,35.15739822,-114.5599976
IGM,35.2594986,-113.9380035
ILG,39.67869949,-75.60649872
ILM,34.27059937,-77.90260315
IMT,45.81840134,-88.11450195
IND,39.71730042,-86.29440308
INL,48.56620026,-93.40309906
INT,36.13370132,-80.22200012
IPL,32.83420181,-115.5790024
IPT,41.2417984,-76.9210968
IRK,40.09349823,-92.54489899
ISN,48.17789841,-103.6419983
ISP,40.79520035,-73.10019684
ITH,42.49100113,-76.45839691
AZA,33.30780029,-111.6549988
IYK,35.65879822,-117.8300018
JAC,43.6072998,-110.737999
JAN,32.31119919,-90.07589722
JAX,30.49410057,-81.68789673
JBR,35.83169937,-90.64640045
JFK,40.63980103,-73.77890015
JLN,37.15179825,-94.49829865
JMS,46.92969894,-98.67819977
JST,40.31610107,-78.83390045
BXS,33.25899887,-116.3209991
LAF,40.41230011,-86.93689728
LAN,42.77870178,-84.58740234
LAR,41.31209946,-105.6750031
LAS,36.08010101,-115.1520004
LAX,33.94250107,-118.4079971
LBB,33.66360092,-101.822998
LBE,40.27590179,-79.40480042
LBF,41.12620163,-100.6839981
LBL,37.0442009,-100.9599991
LCH,30.12610054,-93.22329712
LEB,43.62609863,-72.30419922
LEX,38.03649902,-84.60590363
LFT,30.20529938,-91.98760223
LGA,40.77719879,-73.87259674
LGB,33.81769943,-118.1520004
LIT,34.72940063,-92.22429657
LMT,42.15610123,-121.7330017
LNK,40.85100174,-96.75920105
LNS,40.12170029,-76.2960968
BBX,40.13750076,-75.26509857
LRD,27.54380035,-99.46160126
LRU,32.28939819,-106.9219971
LSE,43.87900162,-91.25669861
LUK,39.10329819,-84.41860199
LWB,37.85829926,-80.39949799
LWS,46.37450027,-117.0149994
LWT,47.04930115,-109.4670029
LYH,37.3266983,-79.20040131
MAF,31.94249916,-102.2020035
MBS,43.53290176,-84.07959747
MCE,37.28469849,-120.5139999
MCI,39.29759979,-94.71389771
MCN,32.69279861,-83.64920044
MCO,28.42939949,-81.30899811
MCW,43.15779877,-93.33129883
MDH,37.77809906,-89.2519989
MDT,40.19350052,-76.76339722
MDW,41.7859993,-87.75240326
MEI,32.33259964,-88.75189972
MEM,35.04240036,-89.97669983
MFE,26.17580032,-98.23860168
MFR,42.37419891,-122.8730011
MGM,32.30059814,-86.39399719
MGW,39.64289856,-79.91629791
MHK,39.14099884,-96.67079926
MHT,42.93259811,-71.43569946
MHV,35.05939865,-118.1520004
MIA,25.79319954,-80.29060364
MIE,40.24229813,-85.39589691
MKC,39.12319946,-94.59279633
MKE,42.94720078,-87.89659882
MKG,43.16949844,-86.23819733
MKL,35.59989929,-88.91560364
MLB,28.10280037,-80.64530182
MLI,41.44850159,-90.50749969
MLS,46.4280014,-105.8860016
MLU,32.51089859,-92.03769684
MMH,37.62409973,-118.8379974
MMU,40.79940033,-74.41490173
MOB,30.69120026,-88.24279785
MOD,37.62580109,-120.9540024
MOT,48.25939941,-101.2799988
RMY,37.51089859,-120.0400009
MPV,44.20349884,-72.56230164
MRY,36.5870018,-121.8430023
MSL,34.74530029,-87.61019897
MSN,43.13990021,-89.33750153
MSO,46.91630173,-114.0910034
MSP,44.88199997,-93.22180176
MSS,44.93579865,-74.84559631
MSY,29.99340057,-90.25800323
MTJ,38.50979996,-107.8939972
MVL,44.5345993,-72.61399841
