Airline,Airline_ID,Source_IATA,Source_ID,Dest_IATA,Dest_ID,Equipment,Aircraft
AA,24,ORF,3611,DFW,3670,M80 M83,Other
AA,24,ORF,3611,JFK,3797,ER4,Other
AA,24,ORF,3611,LGA,3697,ERD,Other
AA,24,ORF,3611,MIA,3576,ER4,Other
AA,24,ORF,3611,PHL,3752,DH3,Other
AA,24,ORY,1386,EWR,3494,757,757
AA,24,ORY,1386,JFK,3797,757,757
AA,24,OSL,644,LHR,507,319 320,A319
AA,24,OTP,1657,LHR,507,320,A320
AA,24,PAP,1897,FLL,3533,738,737
AA,24,PAP,1897,JFK,3797,763,767
AA,24,PAP,1897,MIA,3576,738 763 757,737
AA,24,PBC,1831,DFW,3670,ERD,Other
AA,24,PBI,3722,CLT,3876,737 320 319,737
AA,24,PBI,3722,DCA,3520,E75 E70,Other
AA,24,PBI,3722,DFW,3670,738,737
AA,24,PBI,3722,LAX,3484,738,737
AA,24,PBI,3722,LGA,3697,738,737
AA,24,PBI,3722,ORD,3830,M83 738 M80,Other
AA,24,PBI,3722,PHL,3752,E90 319,Other
AA,24,PDX,3720,BOS,3448,737,737
AA,24,PDX,3720,BUR,3644,CR7,Other
AA,24,PDX,3720,CLT,3876,320,A320
AA,24,PDX,3720,DCA,3520,737,737
AA,24,PDX,3720,DFW,3670,M83,Other
AA,24,PDX,3720,LAX,3484,737,737
AA,24,PDX,3720,LGB,3582,CR7,Other
AA,24,PDX,3720,OAK,3453,DH4,Other
AA,24,PDX,3720,ONT,3734,CR7,Other
AA,24,PDX,3720,ORD,3830,738,737
AA,24,PDX,3720,PHL,3752,320,A320
AA,24,PDX,3720,PHX,3462,321 320 319,A321
AA,24,PDX,3720,SAN,3731,737,737
AA,24,PDX,3720,SFO,3469,DH4 737,Other
AA,24,PDX,3720,SJC,3748,737 DH4,737
AA,24,PDX,3720,SNA,3867,737,737
AA,24,PDX,3720,YVR,156,DH4,Other
AA,24,PEK,3364,ORD,3830,777,777
AA,24,PEK,3364,SEA,3577,787,787
AA,24,PEN,3308,KUL,3304,737,737
AA,24,PER,3351,BNE,3320,330 737,A330
AA,24,PER,3351,MEL,3339,330 737,A330
AA,24,PER,3351,SYD,3361,330 737,A330
AA,24,PGV,6959,CLT,3876,DH8,Other
AA,24,PHF,3633,CLT,3876,CR7 CRJ,Other
AA,24,PHF,3633,PHL,3752,DH3,Other
AA,24,PHL,3752,ABE,4355,DH3,Other
AA,24,PHL,3752,ALB,3864,DH3,Other
AA,24,PHL,3752,AMS,580,757,757
AA,24,PHL,3752,ART,3838,CRJ,Other
AA,24,PHL,3752,ATH,3941,332,A330
AA,24,PHL,3752,ATL,3682,E90 319 CRJ,Other
AA,24,PHL,3752,AUA,2895,320,A320
AA,24,PHL,3752,AUS,3673,319 E90,A319
AA,24,PHL,3752,AVP,4286,DH3,Other
AA,24,PHL,3752,BCN,1218,332,A330
AA,24,PHL,3752,BDA,4069,319,A319
AA,24,PHL,3752,BDL,3825,DH3 E90,Other
AA,24,PHL,3752,BGM,4129,DH3,Other
AA,24,PHL,3752,BGR,3463,E75 CRJ,Other
AA,24,PHL,3752,BHM,3811,CRJ,Other
AA,24,PHL,3752,BNA,3690,CRJ E75 E70,Other
AA,24,PHL,3752,BOS,3448,E90 319 321 320,Other
AA,24,PHL,3752,BRU,302,767,767
AA,24,PHL,3752,BTV,3711,E90,Other
AA,24,PHL,3752,BUF,3820,DH3,Other
AA,24,PHL,3752,BWI,3849,DH3 319 E90,Other
AA,24,PHL,3752,CAE,3561,CRJ,Other
AA,24,PHL,3752,CAK,4112,CRJ,Other
AA,24,PHL,3752,CDG,1382,332,A330
AA,24,PHL,3752,CHO,4015,DH3,Other
AA,24,PHL,3752,CHS,3806,E75 CRJ,Other
AA,24,PHL,3752,CLE,3486,CRJ E70 CR9 E75,Other
AA,24,PHL,3752,CLT,3876,757 321 E90 737 767 332 319 320,757
AA,24,PHL,3752,CMH,3759,CRJ E75 E70,Other
AA,24,PHL,3752,CUN,1852,757 332 321 319,757
AA,24,PHL,3752,CVG,3488,CRJ,Other
AA,24,PHL,3752,DAY,3627,CRJ,Other
AA,24,PHL,3752,DCA,3520,CRJ DH3 319 E90,Other
AA,24,PHL,3752,DEN,3751,321 320,A321
AA,24,PHL,3752,DFW,3670,M83 319 320 738 M80 E90 757,Other
AA,24,PHL,3752,DOH,11051,777,777
AA,24,PHL,3752,DTW,3645,E90 320 319,Other
AA,24,PHL,3752,DUB,599,332,A330
AA,24,PHL,3752,ELM,3946,DH3,Other
AA,24,PHL,3752,ERI,4276,DH3,Other
AA,24,PHL,3752,EWR,3494,DH3,Other
AA,24,PHL,3752,FCO,1555,333,A330
AA,24,PHL,3752,FLL,3533,320 319,A320
AA,24,PHL,3752,FRA,340,332 767,A330
AA,24,PHL,3752,GCM,1926,319,A319
AA,24,PHL,3752,GLA,534,757,757
AA,24,PHL,3752,GSO,4008,CRJ E75,Other
AA,24,PHL,3752,GSP,4034,CRJ,Other
AA,24,PHL,3752,HPN,3589,DH3,Other
AA,24,PHL,3752,HVN,4006,DH3,Other
AA,24,PHL,3752,IAH,3550,E90,Other
AA,24,PHL,3752,ILM,3845,CRJ E75,Other
AA,24,PHL,3752,IND,3585,E90 319,Other
AA,24,PHL,3752,IPT,3584,DH3,Other
AA,24,PHL,3752,ISP,3857,DH3,Other
AA,24,PHL,3752,ITH,3947,DH3,Other
AA,24,PHL,3752,JAX,3712,E90,Other
AA,24,PHL,3752,LAS,3877,321 320,A321
AA,24,PHL,3752,LAX,3484,321 320,A321
AA,24,PHL,3752,LGA,3697,DH3 E90 319,Other
AA,24,PHL,3752,LHR,507,333,A330
AA,24,PHL,3752,LIS,1638,757,757
AA,24,PHL,3752,MAD,1229,333,A330
AA,24,PHL,3752,MAN,478,332,A330
AA,24,PHL,3752,MBJ,1780,320 319 321,A320
AA,24,PHL,3752,MCI,3458,E70 E75 CRJ,Other
AA,24,PHL,3752,MCO,3878,767 321 757 320 332,767
AA,24,PHL,3752,MDT,3542,DH3,Other
AA,24,PHL,3752,MHT,4011,CRJ E75 E70,Other
AA,24,PHL,3752,MIA,3576,738 321 757 320,737
AA,24,PHL,3752,MKE,3717,CRJ,Other
AA,24,PHL,3752,MSP,3858,E90 319,Other
AA,24,PHL,3752,MSY,3861,319 E90 E75,A319
AA,24,PHL,3752,MUC,346,333,A330
AA,24,PHL,3752,MYR,3515,CRJ,Other
AA,24,PHL,3752,NAS,1953,319 320,A319
AA,24,PHL,3752,ORD,3830,320 319 321 E90,A320
AA,24,PHL,3752,ORF,3611,DH3,Other
AA,24,PHL,3752,PBI,3722,319 E90,A319
AA,24,PHL,3752,PDX,3720,320,A320
AA,24,PHL,3752,PHF,3633,DH3,Other
AA,24,PHL,3752,PHX,3462,321 757,A321
AA,24,PHL,3752,PIT,3570,319 E90 320,A319
AA,24,PHL,3752,PLS,1754,319,A319
AA,24,PHL,3752,PUJ,1760,319 332 320,A319
AA,24,PHL,3752,PVD,3641,E90 DH3,Other
AA,24,PHL,3752,PWM,3862,E90,Other
AA,24,PHL,3752,RDU,3626,319 E90,A319
AA,24,PHL,3752,RIC,3608,DH3,Other
AA,24,PHL,3752,ROA,4016,DH3,Other
AA,24,PHL,3752,ROC,3622,DH3,Other
AA,24,PHL,3752,RSW,3793,319 E90 320,A319
AA,24,PHL,3752,SAN,3731,320,A320
AA,24,PHL,3752,SAT,3621,E90,Other
AA,24,PHL,3752,SAV,3613,E75 E70 CRJ,Other
AA,24,PHL,3752,SBY,3642,DH3,Other
AA,24,PHL,3752,SCE,4318,DH3,Other
AA,24,PHL,3752,SDF,4014,CRJ CR9,Other
AA,24,PHL,3752,SDQ,1762,320,A320
AA,24,PHL,3752,SEA,3577,320 321,A320
AA,24,PHL,3752,SFO,3469,320 321,A320
AA,24,PHL,3752,SJU,2890,767 757 320,767
AA,24,PHL,3752,SLC,3536,320,A320
AA,24,PHL,3752,STL,3678,CRJ,Other
AA,24,PHL,3752,STT,2883,757,757
AA,24,PHL,3752,SWF,3661,DH3,Other
AA,24,PHL,3752,SXM,2899,332,A330
AA,24,PHL,3752,SYR,3745,DH3,Other
AA,24,PHL,3752,TLV,1590,332,A330
AA,24,PHL,3752,TPA,3646,321 320 319 737,A321
AA,24,PHL,3752,TYS,3676,CRJ,Other
AA,24,PHL,3752,VCE,1551,332,A330
AA,24,PHL,3752,YHZ,73,E70 CRJ E75,Other
AA,24,PHL,3752,YOW,100,CRJ,Other
AA,24,PHL,3752,YQB,111,CRJ,Other
AA,24,PHL,3752,YUL,146,CRJ,Other
AA,24,PHL,3752,YYZ,193,CRJ E75,Other
AA,24,PHL,3752,ZRH,1678,767,767
AA,24,PHX,3462,ABQ,4019,CR9 CRJ,Other
AA,24,PHX,3462,ANC,3774,320,A320
AA,24,PHX,3462,ATL,3682,321 320,A321
AA,24,PHX,3462,AUS,3673,319 CR9,A319
AA,24,PHX,3462,BFL,3558,CR9 CRJ,Other
AA,24,PHX,3462,BOI,3495,319,A319
AA,24,PHX,3462,BOS,3448,320 319,A320
AA,24,PHX,3462,BUR,3644,CR9 CRJ,Other
AA,24,PHX,3462,BWI,3849,321 319 320,A321
AA,24,PHX,3462,CLT,3876,321 320,A321
AA,24,PHX,3462,CMH,3759,320 319,A320
AA,24,PHX,3462,CUN,1852,757 320 321,757
AA,24,PHX,3462,DCA,3520,757 320 319,757
AA,24,PHX,3462,DEN,3751,320 321,A320
AA,24,PHX,3462,DFW,3670,M80 M83 319 738 321 320,Other
AA,24,PHX,3462,DRO,3713,CRJ CR9,Other
AA,24,PHX,3462,DSM,3729,319,A319
AA,24,PHX,3462,DTW,3645,321 319,A321
AA,24,PHX,3462,ELP,3559,CR9 CRJ,Other
AA,24,PHX,3462,EWR,3494,320,A320
AA,24,PHX,3462,FAT,3687,CR9 CRJ,Other
AA,24,PHX,3462,FLG,4261,CRJ,Other
AA,24,PHX,3462,FLL,3533,320 319,A320
AA,24,PHX,3462,GDL,1804,CR9 CRJ,Other
AA,24,PHX,3462,GEG,3467,319,A319
AA,24,PHX,3462,GJT,4063,CRJ,Other
AA,24,PHX,3462,HNL,3728,757,757
AA,24,PHX,3462,IAH,3550,319 321 320,A319
AA,24,PHX,3462,IND,3585,320 319,A320
AA,24,PHX,3462,JFK,3797,321,A321
AA,24,PHX,3462,KOA,3514,757,757
AA,24,PHX,3462,LAS,3877,321 320 319,A321
AA,24,PHX,3462,LAX,3484,321 319 320,A321
AA,24,PHX,3462,LGB,3582,319,A319
AA,24,PHX,3462,LHR,507,744,747
AA,24,PHX,3462,LIH,3602,757,757
AA,24,PHX,3462,MCI,3458,319,A319
AA,24,PHX,3462,MCO,3878,320 321,A320
AA,24,PHX,3462,MEX,1824,319,A319
AA,24,PHX,3462,MIA,3576,738,737
AA,24,PHX,3462,MKE,3717,319,A319
AA,24,PHX,3462,MRY,3948,CRJ,Other
AA,24,PHX,3462,MSP,3858,320 321 319,A320
AA,24,PHX,3462,MZT,1826,320 319,A320
AA,24,PHX,3462,OAK,3453,319,A319
AA,24,PHX,3462,OGG,3456,757,757
AA,24,PHX,3462,OMA,3454,319,A319
AA,24,PHX,3462,ONT,3734,319 320,A319
AA,24,PHX,3462,ORD,3830,M83 320 321 738,Other
AA,24,PHX,3462,PDX,3720,319 320 321,A319
AA,24,PHX,3462,PHL,3752,757 321,757
AA,24,PHX,3462,PIT,3570,319 320,A319
AA,24,PHX,3462,PSP,3839,CR9 CRJ,Other
AA,24,PHX,3462,PVR,1836,320 319 321,A320
AA,24,PHX,3462,RNO,3807,319 320,A319
AA,24,PHX,3462,SAN,3731,320 321,A320
AA,24,PHX,3462,SAT,3621,CR9,Other
AA,24,PHX,3462,SBA,3949,CRJ CR9,Other
AA,24,PHX,3462,SBP,5768,CR9 CRJ,Other
AA,24,PHX,3462,SEA,3577,320 321,A320
AA,24,PHX,3462,SFO,3469,320 321,A320
AA,24,PHX,3462,SJC,3748,319 320,A319
AA,24,PHX,3462,SJD,1840,320 319 757 321,A320
AA,24,PHX,3462,SLC,3536,319 321 320,A319
AA,24,PHX,3462,SMF,3817,319 320 321,A319
AA,24,PHX,3462,SNA,3867,319 320 321,A319
AA,24,PHX,3462,STL,3678,319,A319
AA,24,PHX,3462,TPA,3646,320,A320
AA,24,PHX,3462,TUS,3636,CR9 CRJ,Other
AA,24,PHX,3462,YEG,49,319 320 737,A319
AA,24,PHX,3462,YUM,3596,CRJ,Other
AA,24,PHX,3462,YVR,156,319 321,A319
AA,24,PHX,3462,YYC,178,319 737,A319
AA,24,PHX,3462,ZIH,1856,320,A320
AA,24,PIA,4046,DFW,3670,ER4,Other
AA,24,PIA,4046,ORD,3830,ER4 ERD,Other
AA,24,PIT,3570,BDL,3825,ER4,Other
AA,24,PIT,3570,BOS,3448,E70 CRJ,Other
AA,24,PIT,3570,CLT,3876,319 737 321 320,A319
AA,24,PIT,3570,DCA,3520,E75 E70 CRJ,Other
AA,24,PIT,3570,DFW,3670,M80,Other
AA,24,PIT,3570,JFK,3797,ER4,Other
AA,24,PIT,3570,LAX,3484,738,737
AA,24,PIT,3570,LGA,3697,E75 CRJ,Other
AA,24,PIT,3570,MIA,3576,ER4,Other
AA,24,PIT,3570,ORD,3830,E75 CR7 ER4,Other
AA,24,PIT,3570,PHL,3752,320 319 E90,A320
AA,24,PIT,3570,PHX,3462,319 320,A319
AA,24,PIT,3570,RDU,3626,ER4,Other
AA,24,PIT,3570,STL,3678,ER4,Other
AA,24,PLS,1754,CLT,3876,321,A321
AA,24,PLS,1754,DFW,3670,738,737
AA,24,PLS,1754,MIA,3576,757,757
AA,24,PLS,1754,PHL,3752,319,A319
AA,24,PMC,2665,PUQ,2647,320,A320
AA,24,PNS,3564,CLT,3876,CR9,Other
AA,24,PNS,3564,DCA,3520,CRJ,Other
AA,24,PNS,3564,DFW,3670,M83 M80,Other
AA,24,PNS,3564,MIA,3576,ER4,Other
AA,24,POA,2599,MIA,3576,763,767
AA,24,POP,1761,MIA,3576,757,757
AA,24,POS,2902,MIA,3576,757,757
AA,24,PPT,4075,AKL,2006,340,A340
AA,24,PPT,4075,LAX,3484,340,A340
AA,24,PRG,1587,LHR,507,320,A320
AA,24,PSA,1562,LHR,507,320 321,A320
AA,24,PSP,3839,DFW,3670,M83 M80,Other
AA,24,PSP,3839,ORD,3830,M83,Other
AA,24,PSP,3839,PHX,3462,CRJ CR9,Other
AA,24,PSP,3839,SFO,3469,737,737
AA,24,PTP,2881,MIA,3576,738,737
AA,24,PTP,2881,SJU,2890,SF3,Other
AA,24,PTY,1871,DFW,3670,738,737
AA,24,PTY,1871,MIA,3576,738,737
AA,24,PUJ,1760,CLT,3876,319 757 321 320,A319
AA,24,PUJ,1760,MIA,3576,738 757,737
AA,24,PUJ,1760,PHL,3752,319 332 320,A319
AA,24,PUS,2372,NRT,2279,737,737
AA,24,PVD,3641,CLT,3876,320 321 319,A320
AA,24,PVD,3641,DCA,3520,E75 CRJ E70,Other
AA,24,PVD,3641,PHL,3752,E90 DH3,Other
AA,24,PVG,3406,LAX,3484,777,777
AA,24,PVG,3406,ORD,3830,777,777
AA,24,PVR,1836,DFW,3670,M80 M83,Other
AA,24,PVR,1836,ORD,3830,M83,Other
AA,24,PVR,1836,PHX,3462,320 319 321,A320
AA,24,PVR,1836,SAN,3731,737,737
AA,24,PVR,1836,SFO,3469,737,737
AA,24,QRO,1838,DFW,3670,ERD,Other
AA,24,RAP,4087,DFW,3670,CRJ ER4,Other
AA,24,RDM,4103,LAX,3484,CRJ,Other
AA,24,RDU,3626,CLT,3876,321 320 737 319 E90,A321
AA,24,RDU,3626,DCA,3520,CRJ ERD,Other
AA,24,RDU,3626,DFW,3670,M83 M80 738,Other
AA,24,RDU,3626,JFK,3797,ERD CR7,Other
AA,24,RDU,3626,LAX,3484,738,737
AA,24,RDU,3626,LGA,3697,CR7 ERD,Other
AA,24,RDU,3626,LHR,507,763,767
AA,24,RDU,3626,MIA,3576,738,737
AA,24,RDU,3626,ORD,3830,M80 738,Other
AA,24,RDU,3626,PHL,3752,E90 319,Other
AA,24,RDU,3626,PIT,3570,ER4,Other
AA,24,REC,2610,MIA,3576,757,757
AA,24,RIC,3608,BOS,3448,CRJ,Other
AA,24,RIC,3608,CLT,3876,319,A319
AA,24,RIC,3608,DFW,3670,M80 M83,Other
AA,24,RIC,3608,LGA,3697,ERD,Other
AA,24,RIC,3608,MIA,3576,ER4,Other
AA,24,RIC,3608,ORD,3830,ERD,Other
AA,24,RIC,3608,PHL,3752,DH3,Other
AA,24,RNO,3807,DFW,3670,M83 738,Other
AA,24,RNO,3807,LAX,3484,CRJ,Other
AA,24,RNO,3807,ORD,3830,738,737
AA,24,RNO,3807,PHX,3462,319 320,A319
AA,24,ROA,4016,CLT,3876,DH8 DH3,Other
AA,24,ROA,4016,LGA,3697,ERD,Other
AA,24,ROA,4016,PHL,3752,DH3,Other
AA,24,ROC,3622,BOS,3448,CRJ,Other
AA,24,ROC,3622,CLT,3876,319,A319
AA,24,ROC,3622,DCA,3520,CRJ E70,Other
AA,24,ROC,3622,ORD,3830,ERD ER4,Other
AA,24,ROC,3622,PHL,3752,DH3,Other
AA,24,ROW,3736,DFW,3670,ERD,Other
AA,24,RST,4048,ORD,3830,ERD ER4,Other
AA,24,RSW,3793,CLT,3876,321 320 319 737,A321
AA,24,RSW,3793,DCA,3520,E75 E70,Other
AA,24,RSW,3793,DFW,3670,738,737
AA,24,RSW,3793,DUS,345,330,A330
AA,24,RSW,3793,ORD,3830,738 M80,737
AA,24,RSW,3793,PHL,3752,319 E90 320,A319
AA,24,RTB,1774,DFW,3670,738,737
AA,24,RTB,1774,MIA,3576,738,737
AA,24,RTM,591,LHR,507,319,A319
AA,24,SAF,3784,DFW,3670,ER4 ERD,Other
AA,24,SAF,3784,LAX,3484,CRJ,Other
AA,24,SAL,1892,DFW,3670,738,737
AA,24,SAL,1892,MIA,3576,738,737
AA,24,SAN,3731,BOS,3448,737,737
AA,24,SAN,3731,CLT,3876,320 321,A320
AA,24,SAN,3731,DCA,3520,319,A319
AA,24,SAN,3731,DFW,3670,M83 M80 738 757,Other
AA,24,SAN,3731,JFK,3797,738,737
AA,24,SAN,3731,LAX,3484,CRJ CR7,Other
AA,24,SAN,3731,LHR,507,777,777
AA,24,SAN,3731,MCO,3878,737,737
AA,24,SAN,3731,MIA,3576,738,737
AA,24,SAN,3731,NRT,2279,787,787
AA,24,SAN,3731,ORD,3830,738,737
AA,24,SAN,3731,PDX,3720,737,737
AA,24,SAN,3731,PHL,3752,320,A320
AA,24,SAN,3731,PHX,3462,321 320,A321
AA,24,SAN,3731,PVR,1836,737,737
AA,24,SAN,3731,SEA,3577,737,737
AA,24,SAN,3731,STS,6992,DH4,Other
AA,24,SAN,3731,YYC,178,737,737
AA,24,SAP,1772,MIA,3576,738,737
AA,24,SAT,3621,CLT,3876,319,A319
AA,24,SAT,3621,DFW,3670,M80 M83,Other
AA,24,SAT,3621,ORD,3830,E75 CR7,Other
AA,24,SAT,3621,PHL,3752,E90,Other
AA,24,SAT,3621,PHX,3462,CR9,Other
AA,24,SAV,3613,CLT,3876,CRJ,Other
AA,24,SAV,3613,DCA,3520,CRJ,Other
AA,24,SAV,3613,DFW,3670,ER4,Other
AA,24,SAV,3613,PHL,3752,E75 E70 CRJ,Other
AA,24,SBA,3949,PHX,3462,CR9 CRJ,Other
AA,24,SBP,5768,PHX,3462,CR9 CRJ,Other
AA,24,SBY,3642,CLT,3876,DH8,Other
AA,24,SBY,3642,PHL,3752,DH3,Other
AA,24,SCE,4318,PHL,3752,DH3,Other
AA,24,SCL,2650,DFW,3670,763,767
AA,24,SCL,2650,JFK,3797,787,787
AA,24,SCL,2650,LIM,2789,763,767
AA,24,SCL,2650,MIA,3576,763,767
AA,24,SCL,2650,PMC,2665,320,A320
AA,24,SCY,6045,GYE,2673,319,A319
AA,24,SDF,4014,CLT,3876,319,A319
AA,24,SDF,4014,DCA,3520,CRJ E75,Other
AA,24,SDF,4014,DFW,3670,M80 M83 319,Other
AA,24,SDF,4014,LGA,3697,ERD,Other
AA,24,SDF,4014,MIA,3576,ER4,Other
AA,24,SDF,4014,ORD,3830,ERD ER4 E75,Other
AA,24,SDF,4014,PHL,3752,CR9 CRJ,Other
AA,24,SDQ,1762,MIA,3576,757 763,757
AA,24,SDQ,1762,PHL,3752,320,A320
AA,24,SEA,3577,BOS,3448,737,737
AA,24,SEA,3577,BUR,3644,737,737
AA,24,SEA,3577,CLT,3876,320 321 319,A320
AA,24,SEA,3577,DEN,3751,737,737
AA,24,SEA,3577,DFW,3670,738 757,737
AA,24,SEA,3577,EWR,3494,737,737
AA,24,SEA,3577,JFK,3797,738,737
AA,24,SEA,3577,KTN,3808,737,737
AA,24,SEA,3577,LAX,3484,737,737
AA,24,SEA,3577,LGB,3582,CR7,Other
AA,24,SEA,3577,LHR,507,777,777
AA,24,SEA,3577,MCI,3458,737,737
AA,24,SEA,3577,MCO,3878,737,737
AA,24,SEA,3577,MIA,3576,757,757
AA,24,SEA,3577,OAK,3453,737,737
AA,24,SEA,3577,ONT,3734,737,737
AA,24,SEA,3577,ORD,3830,738,737
AA,24,SEA,3577,PEK,3364,787,787
AA,24,SEA,3577,PHL,3752,320 321,A320
AA,24,SEA,3577,PHX,3462,321 320,A321
AA,24,SEA,3577,SAN,3731,737,737
AA,24,SEA,3577,SFO,3469,737,737
AA,24,SEA,3577,SJC,3748,737,737
AA,24,SEA,3577,SMF,3817,737,737
AA,24,SEA,3577,SNA,3867,737,737
AA,24,SEA,3577,STL,3678,737,737
AA,24,SEA,3577,YVR,156,DH4,Other
AA,24,SFO,3469,CLT,3876,321,A321
AA,24,SFO,3469,DFW,3670,738 757 763,737
AA,24,SFO,3469,HKG,3077,773 744,777
AA,24,SFO,3469,HND,2359,787,787
AA,24,SFO,3469,JFK,3797,763 32B,767
AA,24,SFO,3469,LAX,3484,738,737
AA,24,SFO,3469,LHR,507,744,747
AA,24,SFO,3469,MIA,3576,757 763 738,757
AA,24,SFO,3469,ORD,3830,738,737
AA,24,SFO,3469,PDX,3720,737 DH4,737
AA,24,SFO,3469,PHL,3752,320 321,A320
AA,24,SFO,3469,PHX,3462,321 320,A321
AA,24,SFO,3469,PSP,3839,737,737
AA,24,SFO,3469,PVR,1836,737,737
AA,24,SFO,3469,SEA,3577,737,737
AA,24,SGF,4348,DFW,3670,ER4 ERD,Other
AA,24,SGF,4348,ORD,3830,ER4 ERD,Other
AA,24,SGN,3205,NRT,2279,763,767
AA,24,SHV,3609,DFW,3670,CRJ ERD ER4,Other
AA,24,SIN,3316,KUL,3304,737,737
AA,24,SIN,3316,NRT,2279,763,767
AA,24,SJC,3748,DFW,3670,M83,Other
AA,24,SJC,3748,GDL,1804,737,737
AA,24,SJC,3748,HNL,3728,737,737
AA,24,SJC,3748,KOA,3514,737,737
AA,24,SJC,3748,LAX,3484,CRJ CR7,Other
AA,24,SJC,3748,LIH,3602,737,737
AA,24,SJC,3748,OGG,3456,737,737
AA,24,SJC,3748,ORD,3830,738,737
AA,24,SJC,3748,PDX,3720,737 DH4,737
AA,24,SJC,3748,PHX,3462,320 319,A320
AA,24,SJC,3748,SEA,3577,737,737
AA,24,SJD,1840,CLT,3876,320,A320
AA,24,SJD,1840,DFW,3670,M80 M83,Other
AA,24,SJD,1840,LAX,3484,M83 738,Other
AA,24,SJD,1840,ORD,3830,M83 738,Other
AA,24,SJD,1840,PHX,3462,320 319 757 321,A320
AA,24,SJO,1885,CLT,3876,319,A319
AA,24,SJO,1885,DFW,3670,757,757
AA,24,SJO,1885,JFK,3797,738,737
AA,24,SJO,1885,MIA,3576,757 738,757
AA,24,SJT,3708,DFW,3670,ER4 CRJ ERD,Other
AA,24,SJU,2890,CCS,2851,738,737
AA,24,SJU,2890,CLT,3876,321,A321
AA,24,SJU,2890,DFW,3670,757,757
AA,24,SJU,2890,DOM,2877,SF3,Other
AA,24,SJU,2890,EIS,2903,SF3,Other
AA,24,SJU,2890,FDF,2878,SF3,Other
AA,24,SJU,2890,JFK,3797,757,757
AA,24,SJU,2890,MIA,3576,738 757,737
AA,24,SJU,2890,ORD,3830,738,737
AA,24,SJU,2890,PHL,3752,757 767 320,757
AA,24,SJU,2890,PTP,2881,SF3,Other
AA,24,SJU,2890,VIJ,6080,DHT,Other
AA,24,SJU,2890,VQS,6788,DHT,Other
AA,24,SKB,2891,MIA,3576,738,737
AA,24,SLC,3536,CLT,3876,320,A320
AA,24,SLC,3536,DFW,3670,M80 M83,Other
AA,24,SLC,3536,LAX,3484,CRJ CR7,Other
AA,24,SLC,3536,ORD,3830,E75 CR7,Other
AA,24,SLC,3536,PHL,3752,320,A320
AA,24,SLC,3536,PHX,3462,320 319 321,A320
AA,24,SLP,1842,DFW,3670,ERD,Other
AA,24,SMF,3817,CLT,3876,321,A321
AA,24,SMF,3817,DFW,3670,M83,Other
AA,24,SMF,3817,LAX,3484,CRJ,Other
AA,24,SMF,3817,OGG,3456,737,737
AA,24,SMF,3817,PHX,3462,320 319 321,A320
AA,24,SMF,3817,SEA,3577,737,737
AA,24,SNA,3867,DFW,3670,738,737
AA,24,SNA,3867,ORD,3830,738,737
AA,24,SNA,3867,PDX,3720,737,737
AA,24,SNA,3867,PHX,3462,320 319 321,A320
AA,24,SNA,3867,SEA,3577,737,737
AA,24,SOF,1194,LHR,507,320,A320
AA,24,SPS,3680,DFW,3670,ERD ER4 CRJ,Other
AA,24,SRQ,4067,CLT,3876,CR9 E75,Other
AA,24,SRQ,4067,DCA,3520,CRJ,Other
AA,24,SSA,2621,MIA,3576,757,757
AA,24,STI,1764,MIA,3576,757 738,757
AA,24,STL,3678,CLT,3876,319,A319
AA,24,STL,3678,DCA,3520,CR7,Other
AA,24,STL,3678,DFW,3670,M83 M80 738,Other
AA,24,STL,3678,LAX,3484,M83,Other
AA,24,STL,3678,LGA,3697,CR7,Other
AA,24,STL,3678,MIA,3576,738,737
AA,24,STL,3678,ORD,3830,M80 M83 738,Other
AA,24,STL,3678,PHL,3752,E75 CRJ E70,Other
AA,24,STL,3678,PHX,3462,319,A319
AA,24,STL,3678,PIT,3570,ER4,Other
AA,24,STL,3678,SEA,3577,737,737
AA,24,STR,350,LHR,507,319 320,A319
AA,24,STS,6992,LAX,3484,DH4,Other
AA,24,STS,6992,SAN,3731,DH4,Other
AA,24,STT,2883,CLT,3876,757 767,757
AA,24,STT,2883,JFK,3797,757,757
AA,24,STT,2883,MIA,3576,757,757
AA,24,STT,2883,PHL,3752,757,757
AA,24,STX,2884,MIA,3576,738,737
AA,24,SUX,3753,ORD,3830,ERD ER4,Other
AA,24,SVG,666,LHR,507,319,A319
AA,24,SWF,3661,PHL,3752,DH3,Other
AA,24,SXM,2899,CLT,3876,757 319,757
AA,24,SXM,2899,JFK,3797,757,757
AA,24,SXM,2899,MIA,3576,757 738,757
AA,24,SXM,2899,PHL,3752,332,A330
AA,24,SYD,3361,ADL,3341,737,737
AA,24,SYD,3361,AKL,2006,737,737
AA,24,SYD,3361,ASP,3319,737,737
AA,24,SYD,3361,BNE,3320,737 763,737
AA,24,SYD,3361,CBR,3355,737,737
AA,24,SYD,3361,CHC,2009,737,737
AA,24,SYD,3361,CNS,3322,763 737,767
AA,24,SYD,3361,DFW,3670,744,747
AA,24,SYD,3361,DRW,3999,737,737
AA,24,SYD,3361,HNL,3728,763,767
AA,24,SYD,3361,LAX,3484,744 380,747
AA,24,SYD,3361,MEL,3339,737,737
AA,24,SYD,3361,PER,3351,330 763,A330
AA,24,SYR,3745,BOS,3448,DH3,Other
AA,24,SYR,3745,CLT,3876,320 319,A320
AA,24,SYR,3745,DCA,3520,E70 CRJ,Other
